city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,Cost_of_Living_Index,highest_cost_of_living_index,lowest_cost_of_living_index
Sylhet,Bangladesh,1.95,5.85,4.88,4.63,4.76,1.66,0.45,0.17,0.82,0.47,0.68,1.1,8,1.89,6.24,1.67,1.1,1.79,0.85,0.3,0.61,0.49,0.25,5.61,2.57,4.15,2.93,0.49,29.26,0.59,0.39,2.93,0.9,36579.08,25538.85,24.51,0.02,19.51,7.8,8.78,4.88,31.97,1463.16,11.71,18.53,39.02,32.51,56.09,56.09,195.09,126.81,495.06,307.54,204.84,8.86,1,65.8425,NULL,86.0687
"Mandaluyong City",Philippines,2.96,17.94,2.69,1.79,2.24,1.79,0.34,0.31,1.55,0.99,0.81,1.52,3.17,4.19,5.5,1.75,1.91,2.15,0.84,1.88,2,1.44,0.87,5.02,1.32,1.58,2.56,0.18,8.61,0.72,0.9,1.7,1.27,53826.15,23324.66,177.93,0.11,26.01,42.61,10.77,4.84,197.36,2452.08,34.54,24.45,78.95,47.1,400.71,388.74,1435.36,1046.62,1914.13,1109.85,283.48,10,0,171.833,NULL,NULL
"Angeles City",Philippines,2.69,31.4,4.05,1.53,2.6,2.37,0.76,0.68,1.5,1.19,0.87,1.81,10.05,4.3,7.37,3.36,1.32,2.66,1.66,1.92,2.42,1.27,0.62,8.61,0.97,1.54,2.42,0.2,18.47,0.86,0.24,1.61,1.31,32081.1,26960.4,138.15,0.13,38.57,20.51,7.18,4.49,85.72,4874.26,39.47,22.94,75.6,63.68,275.11,161.48,583.12,336.41,1794.2,1136.33,306.28,6.88,1,146.07,NULL,NULL
Gdansk,Poland,6.76,33.81,5.63,2.7,2.25,2.51,1.56,1.4,0.71,0.94,0.98,2.5,7.13,5.08,9.14,0.86,1.09,1.22,2.03,0.56,0.67,0.88,0.49,5.63,0.79,1.15,4.11,1.04,23.55,1.8,0.65,11.27,1.62,20959.87,21879.93,213.58,0.06,12.34,28.04,15.21,5.52,281.24,4850.57,68.69,28.98,64.44,79.53,627.81,534.91,1001.75,748.75,4070.84,2535.47,1136.51,6.3,1,443.03,NULL,NULL
Murcia,Spain,12.64,52.69,8.43,2.11,2.63,1.84,1.62,0.85,0.92,1.07,0.98,1.94,8.98,6.18,9.36,1.25,1.59,1.11,1.82,1.16,1.97,0.93,0.54,6.32,0.88,1.35,5.43,1.48,26.34,3.16,2.09,23.65,1.68,25816.76,20548.03,129.19,0.22,32.92,35.43,9.83,7.48,386.37,5268.73,77.27,30.86,74.64,82.98,638.83,649.81,1527.93,1409.38,2128.57,1976.83,1342.21,2.35,1,498.79,NULL,NULL
Kanazawa,Japan,6.7,27.92,5.21,2.98,2.61,3.35,0.89,0.79,1.23,1.49,2.23,1.64,9.68,5.06,12.25,4.84,1.86,4.17,4.84,2.62,1.69,1.24,0.89,7.07,2.08,2.23,3.72,1.49,74.45,4.84,2.08,22.34,1.15,18612.96,14518.11,120.61,0.26,33.5,74.45,11.17,8.19,241.97,11167.78,47.65,29.78,61.8,78.92,483.94,297.81,912.04,595.61,3722.59,2978.07,2769.61,1.19,0,815.435,NULL,NULL
"Long Beach","United States",20,65,9.85,7.25,8,5.79,3.01,1.89,1.24,4.62,4.56,4.4,12.59,15.31,17.7,4.2,1.82,3.03,4.26,2.23,2.74,1.6,1.52,9.99,2.8,2.62,11,1.5,65,5.62,2.39,20,1.71,24500,24774.8,159.71,0.08,61.12,35.67,12.33,15,1400,16666.67,46.75,27.55,70.67,86.33,2175,1687.5,3500,3050,10046.32,7839.71,4967.88,5.34,1,1791.09,1577.13,NULL
"Port St. Lucie","United States",15,49,9,5,6,4.2,2.98,2.43,0.96,3.02,5.49,4.14,10.55,14.69,13.64,6.09,2.54,6.78,5.29,5.04,5.42,2.03,2.25,12,4.29,4.28,9,2.2,67.5,3.62,2.06,40,1.14,23000,26250,172.92,0.14,59.42,34.02,13.58,14,900,14166.67,48.25,41.25,107,109,1800,1516.67,2525,2300,2403.94,1650.47,5100,5.69,1,1729.3,1577.13,NULL
"Tel Aviv-Yafo",Israel,19.08,88.08,16.15,9.4,8.81,4.23,3.1,2.28,1.77,2.72,2.92,3.99,15.55,11.75,19.53,3.53,2.44,1.89,1.96,1.44,1.25,1.77,1.56,14.24,2.66,3.57,10.28,1.76,66.79,4.32,1.32,35.23,2.17,41103.33,41273.9,268.54,0.04,30.76,84.09,18.92,13.06,1194.63,22835.02,105.76,63.94,129.14,147.15,1728.3,1362.15,3148.3,2296.65,15359.03,10351.63,3148.67,3.52,1,1224.45,NULL,NULL
Udaipur,India,2.76,12.28,2.92,1.23,3.68,2.06,0.48,0.17,0.54,0.42,0.81,0.92,4.03,4.15,14.33,2.17,0.41,0.68,0.61,0.43,0.34,0.89,0.35,13.51,1.8,3.53,4.3,0.25,6.14,0.61,0.13,1.84,1.28,11360.63,22516.56,29.05,0.01,10.75,13.82,6.14,3.38,32.24,1482,21.08,20.39,47.08,32.75,116.68,87.51,254.85,190.37,727.1,446.17,337.75,8.54,0,114.36,NULL,NULL
"Kota Kinabalu",Malaysia,2.74,13.68,4.1,3.42,4.56,2.66,0.57,0.32,1.48,1.01,0.96,1.54,26.59,4.51,6.9,1.96,0.91,4.41,1.25,0.85,0.97,1.03,0.56,17.09,2.28,3.19,3.99,0.4,22.09,1,0.46,4.92,0.47,29629.63,29900.01,37.14,0.04,28.57,25.01,4.62,3.65,78.35,4900.28,47.01,19.09,72.14,62.08,398.86,205.13,492.31,378.92,1914.37,1019.26,531.81,4.36,1,233.452,NULL,NULL
Madison,"United States",14,75,9,5,6,4.25,1.93,1.19,0.88,3.9,5.43,3.13,10.67,15.5,15.43,3.45,1.18,3.1,2.92,2.59,2.06,1.46,2.33,11,2.39,3.09,10,2,65,3.5,1.68,49.5,1.07,22000,22986.25,117.83,0.17,65.92,46.25,7.5,12,1350,9500,49.09,33.66,82,106.5,1398.75,1083.5,2440,1879.17,4126.17,2152.78,3535.5,5.19,1,1237.56,1577.13,NULL
"San Nicolas de los Garza",Mexico,7.99,18.56,5.67,1.29,3.87,1.8,1.05,0.6,1.12,1.55,0.98,1.8,8.77,3.35,7.22,2.06,0.95,1.16,1.29,1.16,1.16,0.94,0.77,5.16,0.9,1.16,2.71,0.67,18.05,2.58,1.03,10.31,0.89,15470.7,18049.15,41.26,0.05,25.78,25.78,5.16,4.13,379.25,8079.14,30.94,20.63,77.35,64.46,412.55,541.47,825.1,850.89,618.83,515.69,825.1,10.17,0,311.578,NULL,NULL
Hsinchu,Taiwan,3.27,22.91,4.25,1.8,1.64,2.38,0.79,0.68,3.02,2.13,3.62,2.29,15.55,5.32,12,4.04,2.21,3.27,3.35,3.93,3.49,2.07,1.01,13.09,1.64,1.7,3.76,0.65,16.37,3.27,0.65,3.34,0.98,38130.46,24874.81,63.19,0.19,26.11,42.48,19.64,9.82,693.88,13746.6,55.64,35.35,67.8,108.83,320.03,222.97,1094.41,713.92,4612.22,2741.2,2124.85,1.5,1,612.2,NULL,NULL
Constantine,Algeria,2.53,14.47,4.34,2.1,1.45,0.82,0.49,0.24,0.89,0.15,1.13,1.31,8.25,4.63,11.45,2.33,2.29,1.25,0.73,0.68,0.4,0.58,0.27,6.15,1.36,1.41,2.31,0.29,10.85,0.36,0.29,4.34,0.33,23868.95,27726.56,71.43,0.06,69.32,17.57,3.25,7.23,47.01,1928.8,36.35,42.58,82.78,95.06,147.07,86.8,265.21,182.03,961.99,448.45,269.43,6.56,1,104.83,NULL,111.609
Zurich,Switzerland,26.71,128.21,16.03,7.48,7.48,5.6,4.65,4.42,1.78,3.17,3.4,6.04,27.2,28.52,51.87,3.91,2.92,3.23,4.55,2.55,2.39,2.4,1.39,13.89,2.09,2.83,9.4,4.7,96.16,6.94,5.34,85.48,2.25,33282.23,32763.39,250.12,0.3,52.59,89.98,40.42,21.37,2935.69,32131.21,99.62,49.97,114.84,181.22,2072.52,1618.11,3958.91,2925.48,19152.85,10938.32,6782.99,1.44,1,2221.73,1923.09,NULL
"Little Rock","United States",15,62.5,10,4.75,6,4.4,2.67,1.52,1.06,3.12,2.07,2.52,9.47,7.69,13.7,4.59,1.95,3.03,3.43,2.2,1.96,1.6,1.53,15,3,3.25,7.8,1.68,36,5,1.24,10,1.07,24000,26857.46,224.22,0.1,66.7,31.25,21.91,10.5,637.5,13190,37.95,29.25,58,87,1022,850,1683.33,1250,1364.33,1161.75,4110.67,5.44,1,1287.34,1577.13,NULL
Santos,Brazil,5.75,33.53,5.75,2.3,3.64,1.6,1.1,0.67,0.96,1.98,1.18,2.11,10.19,3.9,7.9,1.39,1.1,1.15,2.73,1.26,0.96,0.82,0.69,9.58,1.47,2.87,2.3,0.96,67.06,1.34,0.38,4.79,1.28,19159.29,35125.37,65.97,0.38,28.07,23.76,47.9,7.66,273.02,4598.23,43.49,30.02,65.86,47.9,298.88,284.2,716.56,565.2,1788.2,1117.63,387.02,10.21,1,173.152,NULL,NULL
Yogyakarta,Indonesia,1.3,7.78,2.92,2.27,3.24,1.62,0.64,0.26,1.22,0.98,0.81,1.34,7.7,2.4,7.62,1.73,1.18,1.6,0.87,1.04,1.92,0.74,0.32,9.72,2.87,4.86,2.2,0.23,9.86,0.65,0.65,3.08,0.8,22479.25,28257.87,45.37,0.02,24.36,36.46,4.86,2.92,70.22,4453.72,34.84,32.39,85.89,82.1,226.87,151.24,885.86,379.84,1296.38,345.7,156.11,9.83,1,96.1275,NULL,NULL
Kashiwa,Japan,7.45,28.66,6.33,1.86,2.98,2.61,0.97,0.82,1.41,1.63,4.72,1.7,5.96,6.7,11.17,2.98,2.98,3.16,6.5,1.94,1.38,1.56,0.6,2.61,1.68,2.61,4.28,1.41,67.01,3.8,2.99,7.45,1.18,22335.55,18612.96,157.18,0.19,27.3,52.12,22.34,13.4,260.58,11614.49,35.36,37.23,52.12,74.45,533.57,335.03,982.76,670.07,3536.46,2159.1,3328,2.17,0,967.607,NULL,NULL
Oakland,"United States",17.5,90,10.25,7,7,4.73,2.42,1.72,1.16,4.67,4.93,4.82,18.17,14.32,18.36,6.31,3.16,3.58,6.48,3.74,2.98,2.5,2.25,13,2.57,2.83,11.5,3,95,3.5,2.27,40,1.56,23010,22607.71,299.18,0.16,55.15,60.44,22.5,13.75,2050,22666.67,55.44,45.88,97.86,107.5,2400,2020,4866.67,3800,8328.19,8220.04,6111.11,5.43,1,2132.9,1577.13,NULL
Stavropol,Russia,8.32,40,4.8,1.2,2.24,2.44,0.99,0.5,1.18,0.7,1.53,1.7,7.25,4.59,8.53,1.6,1.24,1.83,2.6,1,0.59,0.82,0.69,9.6,1.1,1.87,3.2,0.46,15.57,1.6,0.32,6.4,0.83,28782.67,26944.41,120.73,0.02,8.36,32,9.87,4.8,207.65,10080,76,23.17,76.55,102.93,240,170.67,410.67,281.98,1546.67,1082.67,533.33,10.25,0,195.527,NULL,NULL
Cusco,Peru,1.96,26.11,5.74,2.09,3.92,1.57,0.67,0.48,1.2,1.82,1.11,2.09,4.96,6.4,6.13,1.65,1.24,1.7,1.49,1.37,1.27,0.91,0.92,9.01,2.19,3.44,4.57,0.26,15.66,1.31,1.17,5.22,1.13,19006.4,19506.51,60.83,0.19,35.68,33.07,5.22,5.22,130.53,6056.65,48.64,20.8,82.67,69.18,358.96,254.54,663.1,475.13,3959.45,2339.76,435.1,11,1,199.07,NULL,NULL
Veracruz,Mexico,4.64,25.78,6.7,1.8,3.35,2.32,0.89,0.62,1.13,1.62,1.19,1.5,5.76,5.43,8.35,2.04,1.03,0.95,1.22,1.25,0.72,0.86,0.68,5.93,0.77,0.93,3.35,0.46,13.92,1.8,0.52,7.74,1.09,20369.75,18592.68,77.43,0.09,25.78,30.08,7.22,4.13,154.71,3552.07,39.97,39.64,82.51,64.46,257.84,214.87,567.26,446.93,773.53,567.26,567.26,10,0,207.55,NULL,NULL
Agadir,Morocco,2.83,32.11,5.25,2.83,4.72,1.68,0.53,0.28,0.65,0.58,1.19,1.21,8.07,3.83,7.32,1.15,0.94,0.53,0.46,0.43,0.42,0.53,0.56,6.61,2.36,1.61,3.16,0.38,13.69,0.47,0.57,3.31,1.17,17944.84,19919.63,42.58,0.08,23.32,18.6,18.1,6.46,61.98,1936.15,21.59,33.37,79.6,48.99,182.15,101.19,348.27,190.24,1446.21,944.47,341.74,4.66,1,131.775,NULL,NULL
Laval,Canada,13.63,51.88,11.12,2.22,4.45,3.34,1.67,1.02,1.72,2.12,2.2,2.34,11.27,10.26,11.83,2.66,1.45,2.26,3.03,1.84,2.08,2.13,1.75,12.41,2.96,2.41,9.63,2.59,67.07,2.89,2.22,25.2,1.44,17042.74,14415.36,79.52,0.21,44.84,18.23,17.79,9.45,218.64,4570.42,45.7,33.35,87.09,76.71,852.32,629.98,1000.55,1259.95,4817.47,4359.44,2734.02,5.27,1,900.64,NULL,NULL
Tver,Russia,11.2,40,4.8,1.4,2.88,2.32,0.94,0.6,1.17,0.66,1.34,1.66,10.1,4.92,9.6,1.48,1.32,1.47,2.3,0.85,0.69,1.56,0.74,7.2,1.1,1.92,3.2,0.6,19.2,1.19,0.14,4.8,0.79,36800.01,35200.01,87.28,0.02,6.24,38.8,15,3.52,192,3840,64,42,78.4,128,272,244,480,440,1658.66,1573.33,496,11.4,0,194.95,NULL,NULL
Seremban,Malaysia,1.37,18.23,3.65,2.74,3.42,1.98,0.56,0.32,1.6,0.78,1.37,1.39,9.32,5.12,3.42,2,1.06,2.37,0.99,0.68,0.9,0.68,0.49,15.95,2.14,3.95,3.99,0.46,34.19,1.03,0.8,5.7,0.46,34188.03,26848.47,30.31,0.03,26.89,28.87,8.09,3.42,135.61,4558.4,38.75,18.23,54.7,56.98,262.11,193.73,440.65,307.69,1136.7,727.82,450.9,4.25,0,178.71,NULL,NULL
Magnitogorsk,Russia,8,38.4,5.6,1.44,1.76,1.65,0.91,0.4,1.07,0.61,1.52,1.25,11.6,4.41,8.98,1.72,1.3,1.28,1.84,0.64,0.6,0.96,0.6,8.8,0.84,1.52,2.4,0.48,24,1.6,0.24,2.4,0.72,40928.01,35200.01,122.75,0.02,7.72,48,8,4,192,2880,55.17,51.2,81.07,85.33,304,224,437.33,336,978.67,773.33,738.67,9.28,0,262.788,NULL,NULL
Chattanooga,"United States",15,70,9,6,7,5.44,2.5,1.72,1.06,3.08,4.26,3.09,12.43,9.92,14.04,4.83,1.73,4.45,4.02,2.88,2.81,1.64,2.29,15,3.94,3.75,6.62,3.5,100,3.75,1.24,20,1.01,24999.5,23206.25,221.81,0.3,65.71,30.67,17.5,12,345,19625,45.5,27,84.88,110,1381.25,1118.5,2240,1809.83,2287.33,1829.86,4196.1,5.16,1,1398.96,1577.13,NULL
Mataram,Indonesia,1.1,12.96,2.43,2.43,3.89,1.13,0.58,0.15,1.23,1.02,0.72,1.34,3.4,2.92,6.48,2.05,1.3,1.51,0.71,0.65,1.94,0.49,0.32,12.9,2.37,3.89,1.78,0.65,19.45,0.65,0.32,3.24,0.55,24955.34,29168.58,53.79,0.06,22.69,29.17,8.1,2.11,97.23,4537.33,38.89,32.41,51.86,64.82,97.23,97.23,162.05,213.05,2787.22,1750.11,162.05,9,0,65.2575,NULL,NULL
Spokane,"United States",15,85,10,5,6.5,4.75,2.86,1.41,0.91,3.14,3.93,2.8,12.61,10.93,13.41,4.86,1.64,4.32,4.25,2.17,2.4,1.67,1.7,12,2.13,2.35,9.87,2,60,7,1.74,35,1.27,28000,24166.67,178.08,0.19,68.4,27.5,34.25,11.5,1075,19750,47.71,48.29,86.86,94.57,1503.29,1194.14,2333.33,2042.14,2281.95,2009.26,3882.17,5.43,1,1350.61,1577.13,NULL
Sochi,Russia,16,48,7.2,1.6,2.4,2.92,1.33,0.72,1.31,0.83,1.76,1.71,11.2,5.36,9.44,1.57,1.38,1.92,2.94,1.12,1.06,1.17,0.92,8,1.17,2.31,3.2,0.54,21.12,1.6,0.4,4.8,0.84,48160.01,37333.34,155.5,0.02,8.69,57.6,24,6.8,432,4800,104,42.67,77.33,117.33,752,546.67,1546.67,1100,7800,4400,948,10.5,1,429.135,NULL,NULL
Szczecin,Poland,7.32,32.68,5.63,1.46,2.25,2.59,1.02,0.8,0.75,0.89,0.96,2.07,8.69,4.48,10.14,0.88,1.33,1.51,2.07,0.57,0.77,0.83,0.55,4.51,0.83,1.16,4.23,0.45,22.54,1.13,0.56,9.01,1.47,17714.47,22082.24,157.01,0.12,13.2,31.18,18.03,5.07,300.5,4041.72,63.43,32.2,66,74.78,507.46,481.74,745.67,678.94,2752.34,2171.54,962.55,5.75,1,369.445,NULL,NULL
Asyut,Egypt,3.26,12.21,4.07,1.22,2.03,0.88,0.3,0.17,0.64,0.19,0.67,0.94,1.63,2.54,6.31,0.88,0.61,0.43,0.27,0.27,0.28,0.28,0.34,7.12,1.52,2.14,1.42,0.08,8.14,0.41,0.41,1.22,0.35,28488.53,15863.76,21.37,0.01,21.71,16.28,5.09,3.26,56.98,773.26,12.21,35.27,82.75,29.1,135.66,74.61,237.4,162.79,549.42,305.23,108.53,14.8,0,61.8825,NULL,70.5273
Maracay,Venezuela,6.5,30,6.88,1.3,2.25,1.35,1.12,0.82,1.38,2.23,1.09,1.27,4.71,3.91,4.32,4.17,0.44,0.88,0.88,0.69,1.51,0.57,0.5,7,1.27,1.92,3,0.25,9,1.86,2,8,0.5,25000,30000,10,0.07,40,27.5,7.5,4.5,30,6280,41.43,35,70.83,66.08,175,125,325,225,375,290,250,27,0,107.938,NULL,NULL
Qazvin,Iran,3.88,28.5,5.66,0.95,1,3.72,1.03,0.51,1.1,0.43,4.9,1.83,6.48,7.13,23.11,1.4,2.33,1.63,1.12,0.84,1,0.73,0.68,0.76,0.45,2.3,1.75,0.21,20,0.31,0.3,1.45,0.36,40000,100000,33.25,0.02,35.63,33.25,10,3.56,118.75,1000,83.13,40,338.44,95,322.08,225.83,617.09,395.83,1530,944.69,569.58,22,0,223.938,NULL,NULL
Jundiai,Brazil,5.75,28.74,6.71,1.72,4.79,2.3,1.21,0.83,0.85,1.73,1.28,1.81,9.64,5.05,9.39,2.04,1.21,1.25,2.87,1.3,1.4,0.77,0.72,8.53,1.36,3,3.83,0.96,36.94,1.29,0.55,6.32,1.27,19638.27,23757.52,121.34,0.36,18.2,33.43,28.74,7.66,364.03,6839.87,49.18,48.81,80.95,57,447.05,301.76,742.42,670.58,1341.15,635.45,636.86,13.31,0,272.655,NULL,NULL
Carapicuiba,Brazil,3.64,19.16,5.94,1.05,1.72,1.09,0.67,0.51,0.99,1.15,0.98,1.95,8.38,3.83,6.95,1.34,0.91,1.01,1.63,1.01,0.96,0.53,0.72,3.83,1.39,2.04,2.39,0.96,44.07,1.63,1.15,4.31,1.36,24140.71,28307.85,73.44,0.38,17.05,19.16,22.35,2.87,134.12,1379.47,21.08,15.33,62.27,33.53,242.68,185.21,332.09,255.46,624.21,572.86,306.55,9,0,138.458,NULL,NULL
"Nha Trang",Vietnam,3.26,17.34,4.49,1.12,1.84,1.73,0.46,0.29,1.33,0.47,0.83,1.24,18.9,3.37,10.4,2.74,0.95,2.64,0.88,1.27,0.95,0.61,0.61,10.2,0.89,1.31,1.22,0.37,11.22,0.55,0.65,12.24,1.13,22437.53,48954.61,64.93,0.1,11.24,19.89,4.33,3.06,179.5,3426.82,19.89,33.98,101.99,127.49,331.04,244.77,697.61,516.55,1633.77,927.3,301.89,14.57,0,159.14,NULL,NULL
Bologna,Italy,17.91,71.13,8.43,5.27,5.01,1.66,2.68,1.17,1.2,2.01,2.3,3.53,14.03,10.07,16.6,1.95,1.77,2.27,2.68,1.37,1.17,1.04,0.43,6.32,1.78,2.33,5.8,1.58,37.41,5.27,1.21,27.4,2.07,26343.63,28714.56,229.79,0.24,29.83,55.29,26.66,9.48,612.49,13347.44,79.38,27.84,83.99,117.53,804.09,618.5,1533.48,1153.85,4203.27,2868.53,1678.37,2.08,1,625.487,NULL,NULL
Boise,"United States",17.5,60,8.55,5,6,4.33,2.23,1.76,0.81,3.04,2.68,3.49,11.11,10.89,13.9,3.81,1.43,3.59,3.95,2.44,2.18,1.84,2.27,12.5,2.75,3.28,7.35,1.5,45,2.6,1.5,24,1.23,34390,23995.38,200.74,0.27,64.07,35.44,9.67,12,1325.83,15081.25,50.22,43.5,89.14,114.38,1647.08,1435,2473.08,2157.69,5707.5,4148.14,3833.33,5.43,1,1374.85,1577.13,NULL
Florence,Italy,15.81,63.22,9.75,5.27,4.21,1.52,2.78,1.34,1.41,1.86,2.44,3.66,16.59,10.11,19.63,2.74,2.05,2.42,2.47,1.6,1.45,1.38,0.62,6.22,1.52,2.01,6.32,1.58,36.88,4.21,1.32,31.61,2.12,28451.12,27252.49,227.08,0.13,31.04,57.3,20.02,8.96,564.81,11617.54,76.26,39.22,88.78,115.17,854.7,652,1738.68,1165.71,5627,3538.83,1491.05,1.71,1,590.785,NULL,NULL
Christchurch,"New Zealand",14.11,64.14,8.34,5.77,6.41,3.46,2.23,1.96,1.82,1.51,1.95,3.89,8.59,9.34,14.6,2.77,2.13,3.16,3.09,1.82,1.76,2.74,0.99,9.62,3.49,4.44,23.67,1.8,73.9,1.92,1.99,50.03,1.78,25495.64,21045.13,111.66,0.2,49.09,39.22,11.6,12.19,774.49,8552.42,75.73,42.68,96.59,120.18,1002.99,934.84,1594.34,1395.04,3329.93,2142.28,3327.32,3.79,1,1086.56,NULL,NULL
Tetouan,Morocco,1.42,12.28,4.72,2.6,2.83,1.17,0.42,0.26,0.67,0.32,1.01,1.11,3.78,4.62,8.23,0.93,0.88,0.47,0.41,0.4,0.49,0.24,0.53,7.08,1.45,1.46,3.26,0.47,9.44,0.66,0.85,3.15,1.15,27582.26,20441.13,31.16,0.19,28.04,20.07,12.07,3.23,57.61,1674.99,20.24,22.9,39.67,50.65,162.13,119,330.56,221.62,1275.03,920.85,280.56,3.5,1,111.145,NULL,NULL
Brno,"Czech Republic",7.79,34.61,6.92,1.95,2.16,2.53,1.51,1.28,0.94,1.19,1.8,1.99,9.22,6.93,10.5,1.52,1.35,1.72,2.75,0.79,0.84,1.12,0.56,5.19,0.8,1.4,5.75,1.08,23.79,2.6,1.3,10.38,1.95,23792.22,25121.88,236.71,0.16,22.65,43.15,13.23,8.65,361.8,8829.38,79.53,35.69,84.19,104.44,689.25,556.59,1141.65,910.16,5141.37,4229.77,1436.06,4.55,1,533.545,NULL,NULL
London,Canada,16.68,74.11,9.63,4.45,4.45,3.4,1.85,1.4,1.7,2.21,2.73,2.69,10.85,7.99,12.81,3.28,1.12,3.01,4,1.78,1.8,1.97,1.36,11.12,2.39,2.96,10.67,2.22,70.41,2.87,1.48,18.53,1.39,22234.49,18462.91,129.73,0.25,59.7,29.12,26.68,11.11,963.49,17726.87,68.6,37.39,79.77,90.61,1348.08,1067.55,2559.89,1581.36,7101.66,3464.88,3446.3,4.53,1,1203.32,NULL,NULL
"Novi Sad",Serbia,5.83,25.14,5.39,1.97,2.24,1.52,1.47,1.17,1.06,0.58,1.71,1.88,7.92,6.15,8.13,0.97,1.43,1.56,1.55,0.78,0.56,0.52,0.53,5.39,0.84,1.19,3.23,0.58,22.65,1.26,0.67,5.39,1.58,24875.31,19800.22,145.62,0.1,23.34,27.49,8.4,3.59,254.58,4192.45,66.1,33.21,91.35,89.39,410.03,293.58,714.24,511.62,2386.71,1678.62,613.42,3.75,1,257.465,NULL,NULL
"Manukau City","New Zealand",16.03,76.97,9.14,6.73,7.06,3.57,2.08,1.86,1.92,1.21,1.84,4.23,6.09,8.98,12.4,3.2,1.64,3.1,2.03,2.22,2.57,1.22,1.11,11.55,3.55,3.46,22.45,2.55,102.62,1.92,1.92,38.48,1.91,23236.63,20364.44,134.19,0.27,54.87,44.9,16.03,13.47,769.68,6414,62,48.26,99.1,124.93,641.4,481.05,1667.64,1667.64,1218.66,1058.31,3420.8,3.92,0,1020.2,NULL,NULL
Vinnytsia,Ukraine,6.8,16.32,3.54,0.95,1.63,1.03,0.61,0.43,0.92,0.58,1.43,1.36,7.07,3.23,5.82,0.51,1.21,1.31,1.69,0.36,0.67,1.27,0.44,3.81,1.1,1.23,1.82,0.22,10.88,1.02,0.27,1.9,1.1,24186.85,20655.71,78.73,0.03,6.42,17.68,11.33,4.04,249.3,2357.02,40.62,29.91,67.36,77.06,290.09,215.3,512.2,353.55,1248.95,788.29,315.91,14.03,1,153.255,NULL,NULL
"Baguio City",Philippines,3.59,13.01,2.69,3.59,1.79,1.79,0.57,0.49,1.81,1.16,1.19,1.62,4.16,3.05,4.84,1.51,1.49,1.33,0.84,0.82,0.98,0.67,0.61,4.49,1.1,2.56,2.69,0.19,17.94,0.63,0.26,1.97,1.32,36781.2,23623.7,92.24,0.13,37.68,33.19,3.81,5.2,285.58,6100.3,27.81,30.05,80.74,47.1,302.02,146.1,529.29,318.47,2093.24,1317.99,284.08,7,1,147.47,NULL,NULL
Keelung,Taiwan,3.44,26.18,4.91,3.27,2.95,3.05,0.96,0.72,3.6,1.84,4.19,2.43,40.09,7.34,20.04,3.36,1.95,1.95,2.42,1.6,1.37,1.76,1.25,11.46,1.54,2.06,3.44,0.98,62.19,2.29,0.79,6.04,0.93,39276.01,26184.01,87.5,0.09,12.26,62.18,39.28,9.66,507.32,6436.9,57.97,49.1,77.73,85.08,441.86,327.3,654.6,589.14,8182.5,5727.75,1047.36,1.7,0,373.41,NULL,NULL
Plovdiv,Bulgaria,8.01,32.06,6.01,1.34,2.4,1.59,1.2,0.71,1.28,0.79,1.71,2.39,7.73,5.74,9.82,1.36,1.49,1.35,1.82,0.82,0.88,0.82,0.61,5.34,0.89,1.5,3.21,0.53,26.72,0.8,0.52,6.41,1.56,21953.01,21673.29,81.06,0.16,12.25,25.11,9.75,7.35,277.18,3887.17,41.15,26.46,68.39,88.36,303.73,218.76,493,369.91,1313.74,884.02,686.06,3.35,1,249.583,NULL,NULL
Coventry,"United Kingdom",12.3,49.2,7.38,4.31,4.92,3.29,1.97,1.16,1.08,1.03,1.48,2.21,8.01,6.43,10.22,2.42,1.45,2,2.46,1.23,1.17,0.86,1.03,9.53,1.75,1.83,13.53,2.83,61.5,3.44,1.85,22.14,1.92,24477,26527,312.04,0.37,40.59,36.9,9.94,13.53,1260.75,8302.5,67.34,33.7,64.7,55.35,1010.14,742.78,1131.6,1173.63,3562.08,3198,3505.5,4.23,1,1132.69,NULL,NULL
Pokhara,Nepal,1.92,15.38,4.81,1.54,2.88,1.05,0.42,0.17,0.78,0.71,0.58,1.29,7.5,2.9,3.69,2.4,0.85,0.85,0.52,0.56,0.42,0.19,0.26,6.15,1.54,1.54,1.31,0.15,0,0.77,0.58,3.84,0.87,36713.75,39981.46,17.68,0.02,21.72,46.13,8.46,2.5,15.38,1153.31,13.46,14.1,48.7,34.6,115.33,76.89,307.55,138.4,3459.93,2306.62,205.03,8.33,0,80.6075,NULL,92.505
Vitoria,Brazil,5.36,38.32,6.71,1.53,4.12,1.99,1.16,0.57,0.87,1.44,1.25,1.83,8.14,4.98,8.77,1.46,0.89,2.11,1.34,1.21,0.96,1.01,0.69,7.66,1.62,3.74,2.3,0.79,32.99,1.19,0.57,3.58,1.26,18201.33,26679.31,62.64,0.29,19.13,32.76,27.78,7.66,364.79,4626.97,36.4,45.02,62.46,51.73,250.67,191.59,517.3,386.38,1268.69,1078.28,517.3,10.41,1,193.53,NULL,NULL
